cluster_id,text,count,sustainability_class
1902,Ongoing support to optimize DSME intervention efficacy,21,NR
1903,Implementation of the Minamata Convention to control mercury emissions,493,S
1904,Facilitating transportation connectivity and access in rural areas of China,10,PS
1905,Measures to reduce reliance on rain-fed agriculture through the transformation of production systems,19,PS
1906,Economic support from government for increased community involvement in management,8,NR
1907,Providing financial incentives for carbon farming,279,S
1908,"Improving qualification of teachers in health education competencies, support, and motivation",6,NR
1909,Interventions that support individuals effectively working from home.,1381,NS
1910,Design of hybrid contracts incorporating profit-sharing to balance interests among allied retailers,238,PS
1911,Recommendations for clinical care changes (whether adjustment or assistance) based on patients’ social risk,38,NR
1912,Providing enough support toward employees,250,NR
1913,Policy advocacy for lifelong learning,246,NR
1914,Large-scale deployment of Carbon Dioxide Removal (CDR) technologies,617,S
1915,Fundamental change to workers’ compensation system to promote equity in post-finalization outcomes,28,NR
1916,Support for transition while in military service.,143,NR
1917,Enhancing labor productivity,275,NS
1918,Valuing attachment to place and community identity,62,NR
1919,Design educational programs to prepare people for approaching retirement,148,NR
1920,Culturally adaptive approaches to nutrition interventions,390,NR
1921,Cooperation with health care centers to address MCS and SHS,8,NR
1922,Reduction in the amount of contributions for certain groups who are unable to contribute regularly,5,NR
1923,Selection and monitoring of relevant health indicators based on the findings of the NGHMS-2010,254,NR
1924,Training programs in sustainable farming practices to support local agriculture,126,S
1926,Development of climate strategies for municipalities,316,S
1927,Improved healthcare infrastructure and awareness campaigns targeting urban poor communities.,19,NR
1928,Saudi Vision 2030 initiatives,652,NS
1930,Savings and investment schemes for rural households,30,NR
1931,Implement professional training and development programs for the tourism industry,329,S
1932,Reducing workload and providing reasonable welfare for physicians,302,NR
1933,Access to green financing,2062,S
1934,Reform of PLN to reduce its propensity to political capture,11,
1935,Exploring policy and regulatory frameworks that incentivize sustainable practices and support environmental stewardship.,190,NS
1936,Improving welfare of Mandiri Bank employees,167,NR
1937,Enhance staff training to deliver high-quality services.,366,NR
1938,"Implementation of new guidance and training programmes for the participants as motivational, professional, and emotional support",4,NR
1939,Minimizing the encroachment of urban activities on agricultural lands,199,S
1940,Making evidence-based programs more readily accessible to families,84,NR
1941,"Increased psychosocial and tangible support with involvement of medical staff, community resources, patient navigators, and patient support groups",19,NR
1942,Community-led approach to child and adolescent mental health,387,NR
1943,Structured opportunities for reflective practice,244,NR
1944,Conservation and expansion of growing forests.,11,S
1945,Designing targeted local development programs and allocating effectively the limited financial resources.,17,NR
1946,Community health management of patients with hypertension,1297,NS
1947,Integrating social and economic dimensions in the decision-making process for urban planning studies,43,
1948,Control of high-energy consumption and high-pollution industries.,745,NS
1949,"Transparent methods for calculating financing requirements for transport by companies, cities, regions, and infrastructure projects",11,PS
1950,"Regulation of shared carpool and urban mobility services, creating mechanisms to encourage their use",650,S
1951,Long-term evaluation of the programme effects,40,
1952,Elaboration and execution of territorial agendas by the Secretariat of Planning of Ecuador,170,PS
1954,Integration of experiential pedagogy into academic frameworks to promote sustainability activities and awareness of waste and zero waste concepts,7,NR
1955,Financial support instruments for RES initiatives,359,S
1956,Control the total amount of construction land in economically developed regions of China,220,S
1957,Ensuring employment security,267,NR
1958,Capacity enhancement of skilled labor,112,NR
1959,Integrating road network planning,11,PS
1963,Bottom-up strategy for policy formulation and execution considering regional disparities,52,NR
1964,Building on existing community relationships for mental health interventions,70,NR
1965,Investments in renewable energy in Brazil,36,S
1966,"Formulating policies to attract talents, specifically high-end talents to innovate and start businesses",159,PS
1967,Reducing teachers' workload,424,NS
1968,Balance academic and social-emotional development for gifted adolescents,93,NR
1969,Providing more support for the most vulnerable left-behind children,215,NR
1970,Expanding the interpretation of transport security and supplementing the system of measures of the Transport Strategy with economic measures,5,
1971,Conducting new studies focusing on the relationship between lifestyle and mental state,7,
1972,Taxes and subsidies for community empowerment,3,
1973,Territorial policies in Spain,200,NS
1974,Local participation and education in marine conservation projects,52,S
1975,Formulating localized land management strategies,71,S
1979,Implementation of healthy food offers in the workplace,315,NR
1980,Incorporating green HRM practices to foster employee engagement with environmental initiatives and encourage sustainable behaviors,1452,S
