Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Food,Nutrition principles,nutrition sufficiency,"  539,00 ",
Sufficiency ,Sufficiency,buddhist economics,"  537,00 ",
Sufficiency ,Policies,agro-environmental policies,"  524,00 ",
Trade,Power Dynamics and Trade,Corporate Exploitation,"  524,00 ",
Logistic,Transport infrastructure,urban platform,"  523,00 ",
Housing,Buildings and their Attributes,non-residential sector,"  521,00 ",
Sufficiency ,Gender,Women exclusion,"  519,00 ",
Urban settlements ,Urban form and morphology,Three-dimensional greening,"  518,00 ",
Food,Nutrition,healthy eating policy,"  512,00 ",
Sufficiency ,Well-being,inclusive transport,"  508,00 ",
Logistic,Transport infrastructure,river infrastructure,"  508,00 ",
Mobility,Energy/resource/emissions,transport resource,"  506,00 ",
Sufficiency ,Technology and Data in Urban Development,public space management,"  504,00 ",
Logistic,Transport measures,sustainable transit,"  492,00 ",
Sufficiency ,Technology and Data in Urban Development,mixed-use zoning,"  490,00 ",
Sufficiency ,Technology and Data in Urban Development,energy-efficient city,"  490,00 ",
Sufficiency ,Mitigation,restore natural ecosystem,"  488,00 ",
Sufficiency ,Political Make-up & Governance,representation of marginalized group,"  488,00 ",
Sufficiency ,Resource conservation,sustainable material use,"  488,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Global Govern,"  478,00 ",
Digitalisation,Infrastructure,Internet Exchange Point,"  478,00 ",
Food,Nutrition principles,malnutrition prevention,"  476,00 ",
Mobility,Mobility demand,excess travel,"  474,00 ",
Sufficiency ,Resilience,climate resilience in agriculture,"  473,00 ",
Logistic,Logistic,logistics digitalization,"  471,00 ",
Mobility,Mobility demand,distribution of workplace,"  470,00 ",
Logistic,Transport infrastructure,Specialized Container,"  470,00 ",
Sufficiency ,Political Make-up & Governance,ranked-choice vote,"  464,00 ",
Sufficiency ,Political Make-up & Governance,ranked choice vote,"  464,00 ",
Housing,Energy/resource/emissions,housing resource,"  457,00 ",
Logistic,Transport measures,port digitalization,"  452,00 ",
Sufficiency ,Technology and Data in Urban Development,sector fragmentation,"  447,00 ",
Food,Livestock,improve manure management,"  447,00 ",
Sufficiency ,Technology and Data in Urban Development,compact city model,"  444,00 ",
Urban settlements ,Urban form and morphology,Compact city model,"  444,00 ",
Urban settlements ,Urban blue spaces,urban blue space,"  444,00 ",
Sufficiency ,Resource conservation,energy necessity,"  443,00 ",
Mobility,Car reduction,reduce private car use,"  443,00 ",
Sufficiency ,Energy policies,demand-side option,"  439,00 ",
Mobility,Energy/resource/emissions,transport GHG,"  439,00 ",
Trade,Trade and Sufficiency,Slow Trade,"  438,00 ",
Logistic,Transport measures,flow of truck,"  438,00 ",
Trade,Consumer / Cultural Issues (demand-side),Circular Consumption,"  435,00 ",
Food,Food/ Food system,food equity,"  435,00 ",
Mobility,Mobility justice,transport affordability,"  430,00 ",
Housing,Planning Buildings,regenerative architecture,"  429,00 ",
Sufficiency ,Resource conservation,reduction of footprint,"  424,00 ",
Urban settlements ,Urban blue-green spaces,urban nature-based solution,"  424,00 ",
Urban settlements ,Urban blue-green spaces,urban nature based solution,"  424,00 ",
Trade,Technology & Innovation,Ethical AI Governance,"  422,00 ",
Trade,Negative Economic Impacts of Green Policies,cost of decarbonization,"  408,00 ",
Mobility,Energy/resource/emissions,transport greenhouse gas,"  408,00 ",
Trade,Consumer / Cultural Issues (demand-side),Fair Trade Consumption,"  407,00 ",
Sufficiency ,Mitigation,agroforestry and climate change,"  406,00 ",
Sufficiency ,Political Make-up & Governance,special-purpose district,"  404,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban renewal schemes,"  404,00 ",
Logistic,Transport infrastructure,Full Container Load,"  401,00 ",
Logistic,Logistic,logistic trend,"  401,00 ",
Sufficiency ,Resilience,rural community resilience,"  398,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,biophilic urbanism,"  395,00 ",
Food,Water management and drought resilience,drought-resilient crops,"  395,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,ethical bank,"  393,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban containment policies,"  392,00 ",
Trade,Policy & Governance,global governance for sustainability,"  390,00 ",
Urban settlements ,Sustainable urban planning,compact city planning,"  387,00 ",
Sufficiency ,Political Make-up & Governance,policymaking structure,"  379,00 ",
Trade,Industry,resource-efficient manufacturing,"  379,00 ",
Mobility,Private vehicle,vehicle occupancy rate,"  379,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",multisector partnership,"  377,00 ",
Mobility,Mobility leasure,aeromobility,"  376,00 ",
Sufficiency ,Resource conservation,sustainable energy initiative,"  372,00 ",
Sufficiency ,Social and Economic Sustainability Goals,housing adequacy,"  371,00 ",
Mobility,Urban environment,dens city,"  370,00 ",
Trade,Power Dynamics and Trade,Resource Diplomacy,"  364,00 ",
Trade,Environmental and Resource Use,Energy Descent,"  361,00 ",
Sufficiency ,Well-being,inclusivity for transport,"  358,00 ",
Urban settlements ,Urban form and morphology,Climate-neutral city,"  350,00 ",
Food,Climate adaptation and mitigation in agriculture,climate-resilient crop varieties,"  349,00 ",
Digitalisation,Energy consumption limits,hyperscalers,"  348,00 ",
Digitalisation,Material Footprint and E-Waste,hyperscaler,"  348,00 ",
Sufficiency ,Political Make-up & Governance,govern model,"  346,00 ",
Logistic,Transport infrastructure,green fleet,"  344,00 ",
Sufficiency ,Mitigation,carbon rich ecosystem,"  343,00 ",
Housing,Using Buildings,office-housing,"  342,00 ",
Trade,Power Dynamics and Trade,Economic Colonialism,"  341,00 ",
Food,Water management and drought resilience,water-efficient cropping,"  341,00 ",
Sufficiency ,Environmental impact (general),ecological housing,"  339,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",intersectional policy,"  339,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,decentralized fund,"  338,00 ",
Mobility,Mobility leasure,frequent flying,"  336,00 ",
Food,Nutrition,nutrition governance,"  336,00 ",
Food,Programs,Nutrition Governance,"  336,00 ",
Logistic,Logistic,in-transit inventory,"  336,00 ",
Food,Livestock,sustainable livestock systems,"  333,00 ",
Housing,Using Buildings,joint housing,"  332,00 ",
Food,Sustainable Breeding & Crop Improvement,heat-tolerant crops,"  332,00 ",
Logistic,Logistic,smart logistic,"  329,00 ",
Trade,Policy & Governance,Trade Dispute Resolution,"  328,00 ",
Sufficiency ,Policies,sustainable food policies,"  327,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",grassroot organising,"  327,00 ",
Housing,Energy/resource/emissions,building related energy,"  327,00 ",
Logistic,Logistic,crowd-shipping,"  327,00 ",
Sufficiency ,Policies,organic farming policies,"  325,00 ",
Logistic,Transport infrastructure,project cargo,"  322,00 ",
Trade,Trade and Sufficiency,Fair Resource Distribution,"  320,00 ",
Housing,Energy/resource/emissions,emission from housing,"  317,00 ",
Mobility,Car reduction,reduction in vehicle weight,"  317,00 ",
Logistic,Logistic,sustainable logistic,"  317,00 ",
Sufficiency ,Economic impact (general),support to local agriculture,"  315,00 ",
Food,Nutrient management and fertilization,synthetic fertilize,"  314,00 ",
Mobility,Mobility demand,distribution of residential areas,"  313,00 ",
Sufficiency ,Desired features/ characteristics,adaptive capacity in agriculture,"  312,00 ",
Food,Programs,community nutrition program,"  311,00 ",
Food,Programs,community nutrition programs,"  311,00 ",
Housing,Building Sector Policies and Measures,rent cap,"  302,00 ",
Urban settlements ,Urban blue spaces,blue urbanism,"  300,00 ",
Sufficiency ,Lifestyle,sufficient lifestyle,"  295,00 ",
Mobility,Lifestyle and behaviour,mobility lifestyle,"  293,00 ",
Digitalisation,Energy consumption limits,computing hub,"  288,00 ",
Sufficiency ,Social and Economic Sustainability Goals,solidarity-based economy,"  287,00 ",
Sufficiency ,Social and Economic Sustainability Goals,accessible living,"  284,00 ",
Food,Livestock,climate-smart livestock,"  282,00 ",
Sufficiency ,Drivers of production,goods mobility,"  280,00 ",
Mobility,Mobility justice,justice in transport,"  280,00 ",
Sufficiency ,Environmental impact (general),eco-housing,"  278,00 ",
Logistic,Transport measures,road transport activity,"  278,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,local credit union,"  277,00 ",
Sufficiency ,Poverty,mitigation elimination,"  277,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",e-participation platform,"  276,00 ",
Digitalisation,Energy consumption limits,energy cap,"  274,00 ",
Digitalisation,Material Footprint and E-Waste,AI supply chains,"  274,00 ",
Sufficiency ,Planetary boundaries,earth boundary,"  270,00 ",
Sufficiency ,Political Make-up & Governance,politic system,"  269,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",stakeholder engagement framework,"  269,00 ",
Mobility,Private vehicle,non-car owner,"  269,00 ",
Housing,Building Sector Policies and Measures,repurposing building,"  267,00 ",
Logistic,Transport measures,empty run,"  265,00 ",
Sufficiency ,Well-being,inclusivity in mobility,"  263,00 ",
Logistic,Logistic policies,EU Energy Transition,"  262,00 ",
Trade,Crisis Management,cooperative lending,"  261,00 ",
Sufficiency ,Social,degrowth society,"  258,00 ",
Mobility,Private vehicle,fuel spending,"  258,00 ",
Sufficiency ,Drivers of production,buy-back scheme,"  257,00 ",
Mobility,Mobility justice,transit equity,"  256,00 ",
Urban settlements ,Urban form and morphology,Urban form compactness,"  255,00 ",
Trade,Competitiveness,Rethinking growth,"  255,00 ",
Housing,Planning Buildings,passive housing,"  254,00 ",
Food,Water management and drought resilience,rainwater harvesting in agriculture,"  251,00 ",
Food,Biodiversity and pest management,polyculture farming,"  250,00 ",
Sufficiency ,Resource conservation,absolute energy consumption,"  249,00 ",
Trade,Social & Labor Impacts,just transition policies,"  249,00 ",
Sufficiency ,Drivers of production,programmed obsolescence,"  247,00 ",
Sufficiency ,Technology and Data in Urban Development,govern accountability,"  246,00 ",
Trade,Power Dynamics and Trade,Tariff Evasion,"  244,00 ",
Mobility,Mobility justice,mobility equity,"  244,00 ",
Housing,Using Buildings,communal living space,"  243,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Planning and development practices,"  241,00 ",
Trade,Trade and Sufficiency,Reduced Trade Volume,"  239,00 ",
Food,Sustainable Breeding & Crop Improvement,breeding for sustainable agriculture,"  239,00 ",
Logistic,Transport measures,maritime passage,"  238,00 ",
Trade,Innovation / Technology,low-tech alternatives,"  236,00 ",
Logistic,Transport infrastructure,consolidate freight,"  236,00 ",
Sufficiency ,General,agri-food sustainability,"  234,00 ",
Sufficiency ,Technology and Data in Urban Development,climate-resilient planning,"  234,00 ",
Trade,Finance and Investment,community-based finance,"  234,00 ",
Mobility,Energy/resource/emissions,transport related energy,"  233,00 ",
Trade,Innovation / Technology,closed-loop production systems,"  228,00 ",
Food,Livestock,sustainable animal feed,"  228,00 ",
Sufficiency ,General challenges/barriers,barriers to sustainable agriculture,"  226,00 ",
Urban settlements ,Urban form and morphology,City central area,"  225,00 ",
Mobility,Mobility justice,just mobility,"  224,00 ",
Sufficiency ,Drivers of production,localized supply chains,"  223,00 ",
Sufficiency ,Social and Economic Sustainability Goals,shared parenthood,"  223,00 ",
Trade,trade,trade resilience,"  223,00 ",
Housing,Planning Buildings,climate-adaptive design,"  223,00 ",
Urban settlements ,Urban form and morphology,Circular city model,"  222,00 ",
Sufficiency ,Political Make-up & Governance,continuity policy,"  220,00 ",
Mobility,Energy/resource/emissions,transport related greenhouse gas,"  220,00 ",
Sufficiency ,General challenges/barriers,policy and regulatory barriers,"  219,00 ",
Housing,Building Sector Policies and Measures,socio-technical intervention,"  219,00 ",
Sufficiency ,Social and Economic Sustainability Goals,resilient neighbourhood,"  217,00 ",
Urban settlements ,Urban waste management infrastructure,product lifecycle data,"  217,00 ",
Urban settlements ,Urban blue-green spaces,urban NBS,"  217,00 ",
Sufficiency ,Economic impact (general),weekly farmers market,"  216,00 ",
Food,Water management and drought resilience,sustainable irrigation practices,"  216,00 ",
Mobility,Energy/resource/emissions,mobility emission,"  215,00 ",
Sufficiency ,Political Make-up & Governance,top-down policymaking,"  213,00 ",
Sufficiency ,Political Make-up & Governance,top down policymaking,"  213,00 ",
Sufficiency ,Social impact (general),shifting dietary patterns,"  213,00 ",
Sufficiency ,Adaptation,climate adaptation in agriculture,"  212,00 ",
Sufficiency ,Policies,agri-food governance,"  212,00 ",
Trade,Consumer / Cultural Issues (demand-side),Conscious Buying,"  212,00 ",
Trade,Incentives & Behavioral Shifts,behavioral economic principles,"  211,00 ",
Mobility,Mobility justice,mobility disadvantage,"  211,00 ",
Trade,Consumer / Cultural Issues (demand-side),Cultural Identity and Sustainability,"  209,00 ",
Food,Nutrient principles,micronutrient sufficiency,"  207,00 ",
Logistic,Logistic,bicycle courier,"  207,00 ",
Sufficiency ,General,local food systems and communities,"  206,00 ",
Food,General resilient and sustainable agricultural principles,resilient farming practices,"  204,00 ",
Logistic,Logistic policies,European Union Agency for Railways,"  203,00 ",
Sufficiency ,Planetary boundaries,poly crisis,"  202,00 ",
Sufficiency ,Drivers of production,carbon footprint track,"  201,00 ",
